show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s385,Movie,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani",United States,2020-07-24,2017,PG-13,129 min,"Action-Adventure, Fantasy",Captain Jack Sparrow searches for the Trident of Poseidon.,2020,7,129,,4,Recent,Teen,3,385,"Action-Adventure, Fantasy Joachim Rønning, Espen Sandberg Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani United States Captain Jack Sparrow searches for the Trident of Poseidon.",Recent,2,6
s386,TV Show,PJ Masks (Shorts),,,,2020-07-24,2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids",The PJ Masks are protecting the city from villains!,2020,7,,,4,Recent,Kids,3,386,"Action-Adventure, Animation, Kids    The PJ Masks are protecting the city from villains!",Recent,3,1
s387,TV Show,Rogue Trip,,"Bob Woodruff, Mack Woodruff",,2020-07-24,2020,TV-PG,1 Season,"Buddy, Docuseries",Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.,2020,7,,,1,New,Teen,0,387,"Buddy, Docuseries  Bob Woodruff, Mack Woodruff  Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.",Recent,2,2
s388,TV Show,Wild Congo,,Corey Johnson,,2020-07-24,2014,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",The Congo: the most mysterious river in the dark heart of Africa.,2020,7,,,7,Recent,Teen,6,388,"Animals & Nature, Docuseries, Family  Corey Johnson  The Congo: the most mysterious river in the dark heart of Africa.",Recent,3,1
s389,TV Show,Wild Sri Lanka,,Paul McGann,United Kingdom,2020-07-24,2016,TV-PG,1 Season,"Animals & Nature, Docuseries",This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.,2020,7,,,5,Recent,Teen,4,389,"Animals & Nature, Docuseries  Paul McGann United Kingdom This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.",Recent,2,1
s390,Movie,A Pre-Opening Report from Disneyland,Wilfred Jackson,"Walt Disney, Winston Hibler",United States,2020-07-17,1955,TV-PG,55 min,"Documentary, Family, Historical",Walt provides a look at the details needed to get the Park ready to open. See details for advisory.,2020,7,55,,66,Legacy,Teen,65,390,"Documentary, Family, Historical Wilfred Jackson Walt Disney, Winston Hibler United States Walt provides a look at the details needed to get the Park ready to open. See details for advisory.",Classic,3,2
s391,Movie,Diary of a Wimpy Kid: The Long Haul,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",United States,2020-07-17,2017,PG,92 min,"Comedy, Family",A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!,2020,7,92,,4,Recent,Family,3,391,"Comedy, Family David Bowers Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters United States A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!",Recent,2,6
s392,TV Show,Disney Junior Music Lullabies,,,,2020-07-17,2018,TV-Y,1 Season,"Animation, Kids, Music",Disney Junior songs reimagined as calming lullabies.,2020,7,,,3,Recent,Kids,2,392,"Animation, Kids, Music    Disney Junior songs reimagined as calming lullabies.",Recent,3,1
s393,Movie,Lost City of Machu Picchu,,Craig Sechler,United States,2020-07-17,2019,TV-14,44 min,"Documentary, Family",Who were the mysterious people who built Machu Picchu and why?,2020,7,44,,2,New,Adult,1,393,"Documentary, Family  Craig Sechler United States Who were the mysterious people who built Machu Picchu and why?",Recent,2,1
s394,TV Show,Super Robot Monkey Team Hyperforce Go!,,"Greg Cipes, Kevin Michael	Richardson, Tom Kenny, Kari Wahlgren, Clancy Brown, Corey Feldman","United States, Japan",2020-07-17,2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.,2020,7,,2 Seasons,17,Legacy,Kids,16,394,"Action-Adventure, Animation, Anime  Greg Cipes, Kevin Michael	Richardson, Tom Kenny, Kari Wahlgren, Clancy Brown, Corey Feldman United States, Japan Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.",Modern,3,6
s395,Movie,The Mouseketeers at Walt Disney World,John Tracy,"Jo Worley, Ronnie Schell, Dennis Underwood, Leslie Norris, Billy Attmore, Scott Craig",United States,2020-07-17,1977,TV-PG,56 min,"Coming of Age, Drama, Family",The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.,2020,7,56,,44,Legacy,Teen,43,395,"Coming of Age, Drama, Family John Tracy Jo Worley, Ronnie Schell, Dennis Underwood, Leslie Norris, Billy Attmore, Scott Craig United States The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.",Classic,3,6
s396,TV Show,Wild Chile,,Peter Venn,United Kingdom,2020-07-17,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.,2020,7,,,4,Recent,Teen,3,396,"Animals & Nature, Docuseries, Family  Peter Venn United Kingdom This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.",Recent,3,1
s397,Movie,X-Men: Apocalypse,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne",United States,2020-07-17,2016,PG-13,144 min,"Action-Adventure, Family, Science Fiction","Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind.",2020,7,144,,5,Recent,Teen,4,397,"Action-Adventure, Family, Science Fiction Bryan Singer James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne United States Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind.",Recent,3,6
s398,TV Show,Cosmos: A Spacetime Odyssey,,"Neil Tyson, Stoney Emshwiller",United States,2020-07-10,2013,TV-PG,1 Season,"Action-Adventure, Docuseries, Family",A 13-part adventure across the universe of space and time.,2020,7,,,8,Recent,Teen,7,398,"Action-Adventure, Docuseries, Family  Neil Tyson, Stoney Emshwiller United States A 13-part adventure across the universe of space and time.",Recent,3,2
s399,Movie,Hamilton: History Has Its Eyes on You,,"Lin-Manuel Miranda, Thomas Kail, Christopher Jackson, Leslie Odom Jr., Phillipa Soo, Renee Goldsberry",United States,2020-07-10,2020,TV-PG,47 min,"Historical, Musical","Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members.",2020,7,47,,1,New,Teen,0,399,"Historical, Musical  Lin-Manuel Miranda, Thomas Kail, Christopher Jackson, Leslie Odom Jr., Phillipa Soo, Renee Goldsberry United States Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members.",Recent,2,6
s400,Movie,Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",United States,2020-07-10,2018,PG-13,135 min,"Action-Adventure, Crime, Science Fiction",Witness the beginning of the Star Wars saga's most unlikely hero.,2020,7,135,,3,Recent,Teen,2,400,"Action-Adventure, Crime, Science Fiction Ron Howard Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge United States Witness the beginning of the Star Wars saga's most unlikely hero.",Recent,3,6
s401,Movie,X-Men: Days of Future Past,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult","United States, United Kingdom, Canada",2020-07-10,2014,PG-13,132 min,"Action-Adventure, Family, Science Fiction",Characters from the X-Men trilogy join their younger selves to change the past and save our future.,2020,7,132,,7,Recent,Teen,6,401,"Action-Adventure, Family, Science Fiction Bryan Singer Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult United States, United Kingdom, Canada Characters from the X-Men trilogy join their younger selves to change the past and save our future.",Recent,3,6
s402,Movie,The Undefeated Presents: Hamilton In-Depth,,"Lin-Manuel Miranda, Thomas Kail, Renee Goldsberry, Leslie Odom Jr., Daveed Diggs, Phillipa Soo",United States,2020-07-05,2020,TV-PG,33 min,"Historical, Musical",The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.,2020,7,33,,1,New,Teen,0,402,"Historical, Musical  Lin-Manuel Miranda, Thomas Kail, Renee Goldsberry, Leslie Odom Jr., Daveed Diggs, Phillipa Soo United States The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.",Recent,2,6
s403,TV Show,Animal ER,,Dr. Brian Beale,United States,2020-07-03,2016,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Animal ER brings you up close to the bleeding edge of animal care.,2020,7,,2 Seasons,5,Recent,Teen,4,403,"Animals & Nature, Docuseries, Family  Dr. Brian Beale United States Animal ER brings you up close to the bleeding edge of animal care.",Recent,3,1
s404,Movie,Diary of a Wimpy Kid: Rodrick Rules,David Bowers,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn",United States,2020-07-03,2011,PG,100 min,"Comedy, Family","In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town.",2020,7,100,,10,Recent,Family,9,404,"Comedy, Family David Bowers Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn United States In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town.",Recent,2,5
s405,Movie,Hamilton,Thomas Kail,"Daveed Diggs, Renée Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Jones, Lin-Manuel Miranda",United States,2020-07-03,2020,PG-13,160 min,"Biographical, Historical, Musical",The filmed version of Broadway original “Hamilton” that soars in music and tale.,2020,7,160,,1,New,Teen,0,405,"Biographical, Historical, Musical Thomas Kail Daveed Diggs, Renée Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Jones, Lin-Manuel Miranda United States The filmed version of Broadway original “Hamilton” that soars in music and tale.",Recent,3,6
s406,Movie,Ice Age: Collision Course,Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Adam Devine, Jesse Ferguson, Max Greenfield","United States, United Kingdom, Australia",2020-07-03,2016,PG,97 min,"Action-Adventure, Animation, Comedy","When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!",2020,7,97,,5,Recent,Family,4,406,"Action-Adventure, Animation, Comedy Mike Thurmeier Ray Romano, John Leguizamo, Denis Leary, Adam Devine, Jesse Ferguson, Max Greenfield United States, United Kingdom, Australia When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!",Recent,3,6
s407,Movie,Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Carla Gugino, Ciarán Hinds, Alexander Ludwig, Tom Scott",United States,2020-07-03,2009,PG,100 min,"Action-Adventure, Family, Science Fiction",A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours.,2020,7,100,,12,Legacy,Family,11,407,"Action-Adventure, Family, Science Fiction Andy Fickman Dwayne Johnson, AnnaSophia Robb, Carla Gugino, Ciarán Hinds, Alexander Ludwig, Tom Scott United States A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours.",Modern,3,6
s408,Movie,The Big Green,Holly Sloan,"Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna",United States,2020-07-03,1995,PG,100 min,"Comedy, Family, Sports",A group of bored misfits become local soccer heroes in a sleepy Texas town.,2020,7,100,,26,Legacy,Family,25,408,"Comedy, Family, Sports Holly Sloan Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna United States A group of bored misfits become local soccer heroes in a sleepy Texas town.",Modern,3,6
s409,Movie,The Mighty Ducks,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",United States,2020-07-03,1992,PG,104 min,"Comedy, Drama, Sports",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.,2020,7,104,,29,Legacy,Family,28,409,"Comedy, Drama, Sports Stephen Herek Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson United States A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.",Modern,3,6
s410,Movie,While You Were Sleeping,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Glynis Johns, Micole Mercurio",United States,2020-07-03,1995,PG,104 min,"Comedy, Drama, Romance",A lonely subway worker is mistaken for a comatose man's finacée.,2020,7,104,,26,Legacy,Family,25,410,"Comedy, Drama, Romance Jon Turteltaub Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Glynis Johns, Micole Mercurio United States A lonely subway worker is mistaken for a comatose man's finacée.",Modern,3,6
s411,TV Show,Disney A.N.T. Farm,,"China McClain, Sierra McCormick, Jake Short, Stefanie Scott, Carlon Jeffery",United States,2020-06-26,2011,TV-G,3 Seasons,"Comedy, Coming of Age, Music",Chyna Sparks and her friends are the newest members of the A.N.T. program.,2020,6,,3 Seasons,10,Recent,Family,9,411,"Comedy, Coming of Age, Music  China McClain, Sierra McCormick, Jake Short, Stefanie Scott, Carlon Jeffery United States Chyna Sparks and her friends are the newest members of the A.N.T. program.",Recent,3,5
s412,TV Show,Into the Unknown: Making Frozen 2,,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Jennifer Lee, Chris Buck",United States,2020-06-26,2020,TV-PG,1 Season,"Docuseries, Family","For the first time, go behind-the-scenes into the making of the #1 animated film, Frozen 2.",2020,6,,,1,New,Teen,0,412,"Docuseries, Family  Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Jennifer Lee, Chris Buck United States For the first time, go behind-the-scenes into the making of the #1 animated film, Frozen 2.",Recent,2,6
s413,Movie,Man in Space,Ward Kimball,"Walt Disney, Dick Tufeld, Ward Kimball, Willy Ley, Dr. Heinz Haber, Dr. Wernher von Braun",United States,2020-06-26,1955,TV-PG,49 min,"Documentary, Family","From the TV series Disneyland, a look at the history of space travel. See details for advisory.",2020,6,49,,66,Legacy,Teen,65,413,"Documentary, Family Ward Kimball Walt Disney, Dick Tufeld, Ward Kimball, Willy Ley, Dr. Heinz Haber, Dr. Wernher von Braun United States From the TV series Disneyland, a look at the history of space travel. See details for advisory.",Classic,2,6
s414,Movie,Mars and Beyond,Ward Kimball,"Walt Disney, Paul Frees, Dr. Ernst Stuhlinger, Dr. Wernher von Braun, Dr. E.C. Slipher",United States,2020-06-26,1957,TV-G,53 min,"Animation, Documentary, Family",An animated look at humankind's early views of the universe and life on Mars.,2020,6,53,,64,Legacy,Family,63,414,"Animation, Documentary, Family Ward Kimball Walt Disney, Paul Frees, Dr. Ernst Stuhlinger, Dr. Wernher von Braun, Dr. E.C. Slipher United States An animated look at humankind's early views of the universe and life on Mars.",Classic,3,5
s415,Movie,Marvel Studios' Avengers: Infinity War,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle",United States,2020-06-26,2018,PG-13,152 min,"Action-Adventure, Fantasy, Science Fiction",The Avengers must be willing to sacrifice all to defeat Thanos.,2020,6,152,,3,Recent,Teen,2,415,"Action-Adventure, Fantasy, Science Fiction Anthony Russo, Joe Russo Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle United States The Avengers must be willing to sacrifice all to defeat Thanos.",Recent,3,6
s416,Movie,Tarzan,"Kevin Lima, Chris Buck","Tony Goldwyn, Minnie Driver, Glenn Close, Alex Linz, Rosie O'Donnell, Brian Blessed",United States,2020-06-26,1999,G,93 min,"Action-Adventure, Animation, Coming of Age","Adopted by gorillas, Tarzan’s life changes forever when he meets other humans.",2020,6,93,,22,Legacy,Kids,21,416,"Action-Adventure, Animation, Coming of Age Kevin Lima, Chris Buck Tony Goldwyn, Minnie Driver, Glenn Close, Alex Linz, Rosie O'Donnell, Brian Blessed United States Adopted by gorillas, Tarzan’s life changes forever when he meets other humans.",Modern,3,6
s417,Movie,Tarzan II,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close",United States,2020-06-26,2005,G,75 min,"Action-Adventure, Animation, Coming of Age",Young Tarzan decides his ape family would be better off without him.,2020,6,75,,16,Legacy,Kids,15,417,"Action-Adventure, Animation, Coming of Age Brian Smith Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close United States Young Tarzan decides his ape family would be better off without him.",Modern,3,6
